-39.065411 14.951901 95.885425 -92.137319 -7.423897
-40.752597 7.378750 -83.971876 -11.027907 0.487176
-19.362794 -22.688961 69.467699 -12.867403 3.202496
-48.171942 -26.165933 55.053276 61.739355 5.803747
-9.927619 -76.269141 -50.215591 -94.408708 8.825448
-86.327841 16.724354 89.629582 41.207075 9.965849
-23.471362 -74.309055 34.426103 -15.944369 2.979315
-94.849258 1.666191 -29.094409 42.493467 7.827755
-41.472342 -96.230029 -78.660609 1.896431 -4.712779
27.005341 71.977191 11.135302 -51.360095 -7.786760
-0.055659 -85.517683 -62.687605 -34.576460 9.934546
-68.672670 21.011095 43.006818 -49.498044 -7.417941
71.835457 -91.430924 38.970002 56.821786 -1.784990
-14.004916 48.124409 -18.657392 -68.086426 -6.852633
9.283468 -70.469835 86.290449 51.720633 -3.389773
97.397954 -30.976100 18.652421 95.662442 -2.501101
92.812461 -11.218018 59.040605 59.096506 -2.412753
-98.164800 38.581567 96.495408 -50.761475 2.941636
-82.575757 -73.442325 25.142453 35.351204 8.308373
5.671987 -72.745553 -39.222932 -90.608163 -1.604073
59.974932 58.634729 68.462825 -18.250507 -8.742650
-49.520373 24.811845 54.373362 75.113477 -9.253539
-18.531134 -45.376467 -95.573328 -73.659504 8.317697
0.253072 -93.747991 -40.699392 -60.431405 -6.487758
1.053049 3.268532 13.642954 -25.361568 -7.852596
-7.273097 -87.354756 -17.090701 3.530469 -3.292746
95.709870 -92.347446 34.302000 65.423548 -7.751691
92.195258 20.153671 -25.828312 -53.871321 4.410279
-55.765558 89.029991 -85.803444 35.172740 -8.857266
63.759574 -16.471928 95.009686 64.958337 -5.893941
69.177349 -95.063531 66.931123 17.993187 -6.401663
-30.507021 -45.891053 78.229074 34.603848 -8.278890
32.546136 83.991070 66.586876 73.106153 0.396429
81.141675 -31.747728 94.945785 -67.382069 0.381681
-25.961800 -16.106760 -83.631538 -19.423087 8.362153
50.920280 -85.218406 -92.912806 -87.510480 0.602792
82.053578 -80.583965 -95.341651 -49.524175 -0.602283
40.065407 3.385548 46.657047 38.816291 -3.352669
-27.382790 63.977535 21.721954 -71.056482 8.973934
79.395292 -83.461078 -14.673911 25.659376 -0.462381
43.597244 -79.232821 3.097397 93.919486 -9.316663
65.600424 28.562220 88.884363 -38.312060 9.625393
20.227974 18.339629 51.671718 10.718078 -7.097644
-42.458864 -46.135413 -43.781495 9.901435 -0.946358
99.473649 93.104866 80.336146 -55.050547 8.886975
89.931959 -56.433846 -85.518174 83.569206 3.624901
-80.299007 50.843162 -11.971810 72.547386 6.587362
-66.578740 6.020420 -55.893546 14.205423 4.949467
96.144919 -80.813928 -2.627077 30.949483 0.557749
78.698765 21.858359 -86.593299 -28.971327 9.873222
-79.668332 -63.622790 -52.539257 79.338059 -2.415081
7.808974 -80.067364 2.235250 -14.542116 0.737951
-52.327743 -7.465751 53.642769 -99.934202 -1.756012
92.653039 -15.933944 -60.765143 -29.741338 -8.166520
-16.234675 31.707431 72.801950 -91.460532 3.927940
73.478566 -61.150448 86.621706 35.352219 2.907573
37.188234 -63.193874 -17.140376 83.048503 -8.137121
-29.625970 -52.315827 -34.526964 -12.816771 9.592730
88.022601 24.938003 -57.177159 -34.886843 5.138977
-72.214997 86.402796 -31.644808 -85.617285 7.960086
-43.988487 -84.247601 77.369058 -65.717716 -9.369843
-72.199178 30.361995 -31.698802 38.758041 -4.640076
-1.984296 37.396481 -13.970746 93.084037 -1.285541
-79.628036 -66.721822 -62.964214 -11.409834 8.349679
32.060466 -36.249832 -14.161673 85.901808 3.430702
22.456261 -40.820189 58.726794 22.179408 6.161779
76.091887 9.154831 29.867583 36.380374 7.514815
-12.357482 -19.971132 -0.271240 -93.877712 -6.192908
55.800521 -65.940236 32.989980 17.309682 -6.196549
-13.213051 33.769466 10.039536 39.762990 5.128778
78.094549 -46.620963 -61.499555 -42.843126 -8.082396
33.475577 66.186297 -47.253232 -84.793302 7.224802
-10.633898 -10.172094 17.040539 78.616270 -9.593683
33.792292 87.730253 -75.654649 78.350965 -7.056598
62.266106 52.952080 -75.593588 -38.634854 -6.388990
-33.574534 -76.691112 32.691930 -85.422619 -8.521245
61.895186 -13.994179 43.046582 -35.356765 4.240377
18.769371 -55.906241 62.765725 -84.882505 -9.299656
2.266331 -80.437170 -97.730888 -56.777794 -7.012789
19.560939 94.771495 -50.224055 86.434386 1.062659
-79.772894 -10.801294 -48.073096 -28.750221 -1.397020
28.599879 12.077074 -86.869612 15.731045 5.379085
15.093400 6.784879 24.053049 24.069209 -0.484174
-21.378290 12.137840 92.731741 69.246902 1.288079
-52.293500 92.927413 38.348305 35.569142 -9.184554
67.008423 37.782575 -21.911954 92.003965 -3.912356
-21.257500 6.175491 31.322258 -80.358927 -1.952056
77.441468 -42.693110 -80.946958 -64.287743 4.522636
6.811689 -78.540490 59.584686 -79.165504 9.830902
-48.617281 -7.805625 67.347317 73.411826 4.730053
-42.708708 -82.401398 20.960423 68.369206 -9.885020
44.338443 -18.299361 -81.667062 9.098456 9.572000
11.750732 -43.499838 -18.012990 38.591130 6.624706
45.804546 20.381908 -48.861284 72.332400 -3.541674
-50.976212 85.134250 -38.959052 41.973206 3.199212
-16.986736 50.410415 60.934017 -22.932993 1.056601
29.007705 7.473559 -66.830325 26.235542 -8.124326
-96.728449 44.009554 -3.283708 70.113815 -5.311371
37.533716 -85.748659 -76.467468 -24.157977 -6.123344
35.816985 -78.190611 98.323774 -8.010262 0.131052
